Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,New York,Hempstead,GHI Machines,4,Toshiba,Portege,HDD,Jamie,Young,+1-895-293-1110x692,rachel55@example.net,Ashley Miranda,Repairs,26169,30324,Bank Transfer,580,2021-04-07,N/A,0,4GB,580,Offline,Medium,2431,52,29331,500GB
Africa,Nigeria,Zamfara,Frankies Hardware and Software,2,Dell,Inspiron,HDD,Daniel,Baker,923.144.0413x8878,ashley60@example.net,Mary Shaw,Second-hand Sales,26650,31245,Finance,790,2022-08-23,N/A,6905,2GB,697,Offline,Medium,0,846,31192,500GB
Africa,Kenya,Nakuru,Greens Laptops and PCs,4,Apple,Apple Macintosh Classic,SSD,Michael,Boyer,7632953099,berrydavid@example.org,Kenneth Moore,New Sales,10268,12489,Cash,82,2022-03-30,N/A,0,4GB,841,Offline,High,0,422,11234,500GB
Africa,Angola,Cabinda,ABC Computers,6,Asus,ROG Zephyrus S GX701,SSD,Tamara,Smith,(069)550-2716x001,gutierrezwesley@example.org,Aaron Thomas,Returns,20012,22172,Cash,180,2022-03-02,2022-03-19,0,16GB,522,Online,High,0,496,20215,256GB
North America,Ohio,Dayton,XYZ Tech,4,Asus,Chromebook Flip C434,SSD,Tiffany,Crosby,756-782-3200x47921,stephaniejohnson@example.net,Ann Johnson,New Sales,23960,27866,Bank Transfer,321,2023-09-11,2023-09-14,0,2GB,673,Online,Medium,0,817,24839,1TB
North America,New York,Niagara Falls,GH PC Shop,8,Apple,Apple Power Mac G5,HDD,Thomas,Lopez,+1-227-231-4207x9657,thomasmiller@example.net,John Lee,Repairs,4450,9329,Bank Transfer,479,2023-07-16,2023-08-06,0,16GB,657,Online,Low,4152,841,8456,256GB
Africa,Angola,Cunene,Jacks Hardware,7,Microsoft,Surface Duo,HDD,Judith,Brock,001-196-652-3931,darryljefferson@example.org,Cassidy Mason,New Sales,18933,22242,Cash,215,2021-09-01,2021-09-02,0,4GB,692,Online,Low,0,762,20709,1TB
Africa,South Africa,Gauteng,GHI Machines,3,Lenovo,ThinkPad X1 Carbon,SSD,April,Coleman,329-757-9917x3533,phillipslauren@example.com,Pamela Zavala,Repairs,20296,24358,Finance,134,2024-01-22,2024-01-31,15943,8GB,710,Online,High,2804,590,24032,256GB
North America,Illinois,Peoria,CK Tech Store,2,Microsoft,Surface Studio,HDD,Allen,Martinez,226.283.7605x426,janeoconnor@example.org,Kathleen Robinson,Repairs,28266,31335,Bank Transfer,297,2023-05-23,2023-06-10,0,2GB,708,Online,Medium,4828,532,28599,500GB
Africa,Nigeria,Taraba,LJ Computers,7,MSI,Alpha 15,HDD,Matthew,Bell,5371060114,paige12@example.org,Lisa Morgan,Second-hand Sales,19987,23475,Finance,217,2023-01-25,N/A,33090,4GB,787,Offline,Medium,0,530,21777,1TB
Africa,Tanzania,Kagera,Ricks Computers,9,Dell,Inspiron,SSD,Alejandro,Howell,(751)037-0071,alvarezlaura@example.org,Jennifer Morales,Second-hand Sales,3511,5753,Finance,465,2021-07-24,N/A,43990,8GB,749,Offline,High,0,924,5235,1TB
North America,Pennsylvania,Philadelphia,Ricks Computers,7,Microsoft,Surface Studio,SSD,Jesse,Mora,(542)083-8973x968,gonzalezcourtney@example.net,Michael Smith,Returns,7739,12223,Finance,563,2021-06-24,N/A,30310,8GB,767,Offline,Medium,0,359,8429,256GB
North America,Georgia,Columbus,ABC Computers,7,Microsoft,Surface Hub,SSD,Melissa,Oliver,864.712.9837x86737,kimberly54@example.org,Michael Collins,Second-hand Sales,11335,14143,Cash,336,2021-09-17,2021-10-14,0,16GB,697,Online,High,0,941,12393,500GB
North America,New York,Niagara Falls,GH PC Shop,6,Lenovo,IdeaCentre AIO 3,HDD,Matthew,Montgomery,476-478-9077,gordonkaren@example.org,Kelsey Olson,Second-hand Sales,22304,25207,Finance,464,2023-12-07,2023-12-22,34107,8GB,832,Online,Medium,0,418,24995,256GB
North America,Pennsylvania,Johnstown,Greens Laptops and PCs,8,Apple,Apple PowerBook G4,SSD,Christine,Krause,(840)932-7614x8281,clarkmary@example.com,Leah Watts,Second-hand Sales,18157,22884,Bank Transfer,368,2022-09-01,2022-09-24,0,16GB,827,Online,Low,0,748,19174,256GB
Africa,Ethiopia,Tigray,A & A PCs,9,Acer,Aspire 5,HDD,Christopher,Spencer,190.337.3331x82324,tinablevins@example.org,Michael Summers,Returns,6312,8813,Finance,730,2023-04-03,N/A,24103,8GB,551,Offline,High,0,908,8786,500GB
North America,Florida,Lakeland,A & A PCs,5,Samsung,Notebook Flash,SSD,Erica,Stewart,191-982-6331x34398,michael65@example.net,Rachel Rowe,Second-hand Sales,6739,9741,Bank Transfer,408,2021-12-05,2021-12-30,0,4GB,432,Online,High,0,445,9191,256GB
North America,Florida,Fort Lauderdale,XYZ Tech,9,Samsung,Notebook Odyssey,HDD,Ashley,Morton,+1-222-629-6039x933,znelson@example.net,Alexis Murray,New Sales,7949,12408,Bank Transfer,220,2023-04-05,2023-05-04,0,16GB,517,Online,High,0,259,12217,500GB
North America,New York,Newburgh,Frankies Hardware and Software,8,Asus,VivoBook S14,HDD,Alyssa,Taylor,+1-399-984-6620x93100,michael62@example.com,Gabrielle Patterson,Repairs,29870,34546,Finance,224,2021-11-24,N/A,46181,2GB,579,Offline,Low,4309,468,33259,500GB
North America,Ohio,Dublin,DEF Machines,1,Lenovo,ThinkPad X1 Carbon,SSD,David,Davis,(190)844-3633x726,calvinbrown@example.org,Melissa Fernandez,Repairs,19197,24139,Finance,332,2023-04-10,N/A,49196,16GB,689,Offline,Low,3253,960,21554,256GB
Africa,Ethiopia,Somali,GHI Machines,5,HP,Pavilion,SSD,Andrea,Watson,(288)686-1592x9298,braundonald@example.net,Rachel Guerrero,New Sales,25492,29126,Bank Transfer,843,2023-06-05,2023-06-14,0,16GB,689,Online,Low,0,592,27014,1TB
Africa,Tanzania,Mara,CK Tech Store,8,HP,Envy,HDD,Nancy,Ruiz,+1-873-304-4647x36705,ocannon@example.net,Mary Fisher,Second-hand Sales,29854,32616,Bank Transfer,694,2021-06-10,N/A,0,2GB,429,Offline,High,0,907,31926,500GB
Africa,South Africa,Free State,ABC Computers,10,Samsung,Notebook Flash,SSD,Pamela,Peterson,7001869581,michaelfarmer@example.com,Jonathan Huang,Returns,16852,20310,Cash,132,2022-07-11,2022-07-19,0,2GB,473,Online,Low,0,432,18129,256GB
Africa,South Africa,KwaZulu-Natal,XYZ Tech,9,Apple,Apple MacBook Air,SSD,Shawn,Barnes,278-818-3549x0009,ddiaz@example.net,Thomas Barr,Returns,15305,18919,Finance,886,2024-02-11,2024-03-09,41755,16GB,578,Online,Medium,0,254,16436,256GB
Africa,Tanzania,Katavi,Mini Tech,8,Dell,Inspiron,SSD,April,Walker,001-334-461-7401,adamschristopher@example.org,Antonio Cobb,Second-hand Sales,26567,28587,Finance,434,2023-02-02,2023-02-17,34363,2GB,708,Online,Low,0,945,27375,1TB
Africa,Morocco,Nador,Mini Tech,7,Toshiba,Dynabook,SSD,Kimberly,Preston,(443)225-3391x26924,burtonlisa@example.net,Adam Schwartz,Repairs,15104,19546,Finance,148,2023-09-27,2023-10-10,1342,4GB,724,Online,Medium,1914,356,16924,500GB
North America,Georgia,Athens,Ricks Computers,10,Lenovo,Legion 5,HDD,Jacob,Castro,001-581-419-8104,allisonmartin@example.com,Ashley Thomas,Returns,16430,19122,Finance,315,2021-07-22,2021-07-24,20934,4GB,779,Online,Low,0,897,17368,1TB
Africa,Angola,Luanda,Jacks Hardware,9,Acer,Aspire 5,HDD,Michael,Yu,196.363.8635x22307,george31@example.com,James Thornton,New Sales,24401,29365,Cash,163,2021-06-07,2021-07-03,0,16GB,426,Online,Medium,0,847,26129,500GB
Africa,Tanzania,Kagera,A & A PCs,9,Toshiba,Portege,HDD,Jeffery,Murphy,+1-928-983-3000x52294,jeffrey64@example.org,Mitchell Atkins,Second-hand Sales,29189,33734,Finance,356,2022-04-05,N/A,43452,16GB,458,Offline,Medium,0,791,30404,256GB
Africa,Nigeria,Taraba,DEF Machines,10,Acer,Predator Helios 300,SSD,Alice,Rodriguez,(525)873-2335x51328,kenneth00@example.org,Pamela Morgan,Second-hand Sales,28956,32103,Finance,366,2022-04-08,N/A,3320,16GB,706,Offline,Medium,0,807,29860,1TB
North America,Illinois,Waukegan,KyaSand Tech Gadgets,6,Toshiba,Qosmio,SSD,Samantha,Harris,206-615-9502x973,jeanette58@example.org,Jason Phillips,Returns,23321,26104,Bank Transfer,148,2023-10-03,N/A,0,8GB,753,Offline,High,0,460,23973,256GB
Africa,Botswana,Kweneng,S & A Computer Place,4,HP,Omen,HDD,Mark,Chavez,0182898443,cisnerosmark@example.net,Melissa Dunn,New Sales,29799,32610,Bank Transfer,914,2023-03-29,N/A,0,16GB,772,Offline,Low,0,240,30217,500GB
Africa,Nigeria,Yobe,Frankies Hardware and Software,4,Acer,Spin 5,SSD,Sherri,Brown,741-084-6944,rossandres@example.net,Brian Gonzales,New Sales,20255,23215,Cash,768,2021-11-18,2021-11-25,0,4GB,412,Online,Low,0,681,22398,256GB
Africa,Ghana,Upper East,A & A PCs,8,Toshiba,Chromebook,SSD,Joseph,Peterson,(741)334-3237x527,laura60@example.net,Kevin Lee,Repairs,20088,23426,Bank Transfer,164,2021-11-08,2021-11-11,0,2GB,435,Online,High,1077,172,20942,256GB
Africa,Kenya,Nyandarua,Ricks Computers,10,Dell,Inspiron,SSD,Sarah,Summers,001-813-096-9266,kthomas@example.com,Jason Robinson,Returns,8485,11982,Cash,420,2021-04-07,2021-04-26,0,2GB,569,Online,Medium,0,731,8961,256GB
North America,Michigan,Troy,A & A PCs,10,Acer,Spin 5,SSD,Anthony,Brown,535.550.8409x2751,meganhenderson@example.net,Elizabeth Martinez,Second-hand Sales,15905,20737,Bank Transfer,661,2023-03-07,N/A,0,8GB,444,Offline,Medium,0,21,16376,256GB
Africa,Egypt,North Sinai,GHI Machines,10,MSI,GS66 Stealth,SSD,Amanda,Cox,749.957.7670x65824,rojasjerry@example.com,Kelly Christian,Repairs,13934,18856,Cash,795,2023-02-28,N/A,0,4GB,411,Offline,Low,3960,168,16508,256GB
North America,Illinois,Berwyn,KyaSand Tech Gadgets,2,Samsung,Galaxy Chromebook 2,HDD,Eric,Davis,872.456.3596,mjuarez@example.org,Jason Phillips,Returns,7882,10854,Cash,414,2022-07-10,N/A,0,2GB,692,Offline,Low,0,274,9540,1TB
North America,New York,Hempstead,CK Tech Store,6,Microsoft,Surface Pro,HDD,Benjamin,Vasquez,(530)451-3655x5213,allisonpark@example.net,Gabrielle Patterson,Repairs,22582,25582,Cash,911,2022-02-15,N/A,0,4GB,610,Offline,High,2682,420,23087,1TB
North America,California,Modesto,Western International PCs,1,Microsoft,Surface Laptop,HDD,Jessica,Madden,119.075.0631x295,fstone@example.com,Alyssa Martinez,Second-hand Sales,25912,28743,Cash,413,2024-02-23,2024-03-02,0,16GB,610,Online,High,0,278,27267,1TB
Africa,South Africa,Northern Cape,CK Tech Store,7,MSI,GL65 Leopard,SSD,William,Miller,(132)313-1268,burkecollin@example.org,Mark Landry,Repairs,26827,29015,Finance,299,2021-05-10,2021-06-07,75,8GB,561,Online,High,4059,474,27919,256GB
Africa,Nigeria,Taraba,Greens Laptops and PCs,6,Dell,Chromebook,HDD,Matthew,Fisher,615.438.2527x69532,torresjennifer@example.org,Timothy Leach,New Sales,8273,10504,Bank Transfer,638,2023-09-30,N/A,0,4GB,578,Offline,Low,0,474,9967,1TB
North America,Pennsylvania,Harrisburg,KyaSand Tech Gadgets,1,Microsoft,Surface Book,HDD,Theresa,Edwards,(384)995-2307x856,ishields@example.org,Carl Davis,Second-hand Sales,27657,30736,Cash,754,2022-06-23,2022-07-14,0,8GB,802,Online,Low,0,160,27827,500GB
Africa,Ghana,Northern,Benjis Tech,7,HP,Pavilion,SSD,Brian,Miller,001-096-151-9602x481,olsonshawn@example.com,Stephen Harmon,Second-hand Sales,11418,14834,Bank Transfer,515,2022-06-09,N/A,0,4GB,407,Offline,Low,0,658,13672,256GB
Africa,Botswana,Kgalagadi,A & A PCs,3,Apple,Apple Macintosh SE,SSD,Keith,Santos,926.907.3640x412,michael28@example.org,Madison Davis,Returns,29724,33375,Finance,735,2022-02-01,N/A,13136,2GB,663,Offline,Medium,0,336,30725,1TB
Africa,Kenya,Taita-Taveta,GH PC Shop,10,Lenovo,ThinkPad X13 Yoga,HDD,William,Schultz,6143586383,davidcindy@example.net,Jason Robinson,New Sales,9781,13532,Finance,34,2022-06-30,2022-07-12,26626,8GB,710,Online,Low,0,415,12842,1TB
North America,California,Oceanside,Greens Laptops and PCs,6,MSI,GP76 Leopard,HDD,Laura,Rodriguez,001-123-130-7065x0109,walkeraustin@example.com,Alyssa Martinez,New Sales,15392,20262,Bank Transfer,167,2022-10-29,2022-11-20,0,8GB,536,Online,High,0,188,19184,1TB
North America,Illinois,Des Plaines,Jacks Hardware,9,HP,Envy,SSD,Dale,Fowler,+1-350-338-6969,heathergallegos@example.net,Katie Fernandez,Second-hand Sales,14107,16333,Finance,84,2023-01-21,2023-02-12,16336,16GB,539,Online,Low,0,24,15313,1TB
North America,North Carolina,High Point,ABC Computers,3,Acer,ConceptD 5,SSD,Christopher,Baker,001-264-859-2771,jacobbeck@example.org,Brady Walton,New Sales,9929,13188,Bank Transfer,360,2021-10-10,N/A,0,16GB,523,Offline,Low,0,946,12677,1TB
North America,California,Bakersfield,A & A PCs,9,Asus,ZenBook Flip S UX371,HDD,Dennis,Durham,001-997-839-5011x516,gregory55@example.net,Ryan Bradley,Repairs,8891,12270,Bank Transfer,948,2021-11-30,2021-12-17,0,8GB,625,Online,Medium,4073,23,9194,256GB
North America,Florida,Jacksonville,Jacks Hardware,7,Microsoft,Surface Pro,HDD,Christina,Bowers,938-467-6316x3247,johnzamora@example.com,Richard Patterson,Second-hand Sales,22125,25171,Cash,196,2023-11-12,2023-12-04,0,2GB,597,Online,Low,0,688,24485,256GB
Africa,Ethiopia,Oromia,CK Tech Store,6,HP,Probook,HDD,Diana,White,(383)300-0001x674,xford@example.net,Michael Summers,Returns,11247,13836,Finance,48,2021-08-19,2021-08-27,38464,4GB,831,Online,Low,0,872,11675,1TB
North America,North Carolina,Durham,Jacks Hardware,2,MSI,GP76 Leopard,SSD,Travis,Petty,827-917-6392x23889,frederick52@example.org,Eric Hall,Repairs,8823,12237,Cash,120,2022-07-28,N/A,0,16GB,525,Offline,Medium,2581,924,9122,500GB
North America,Michigan,Muskegon,A & A PCs,6,Dell,XPS,HDD,Debra,Dillon,008-485-6787x1796,theresamoore@example.net,Elizabeth Martinez,New Sales,9994,12690,Bank Transfer,47,2023-02-26,N/A,0,8GB,699,Offline,Low,0,665,11908,256GB
Africa,Botswana,North-West,ABC Computers,1,HP,Omen,HDD,John,Green,(907)095-6105,michealhorton@example.net,Carrie Gonzalez,Second-hand Sales,28316,30375,Finance,791,2022-08-07,N/A,30636,8GB,755,Offline,High,0,259,28683,500GB
Africa,Botswana,Kgatleng,GH PC Shop,8,Toshiba,Chromebook,HDD,Tara,Anderson,(940)594-0349x62067,cobbwilliam@example.net,Sarah Riley,Returns,26218,30568,Bank Transfer,194,2021-08-10,2021-08-23,0,4GB,648,Online,Medium,0,314,26247,500GB
North America,North Carolina,Jacksonville,GHI Machines,3,Samsung,Notebook Flash,SSD,Stephanie,Oliver,(814)656-2790x309,garzamichael@example.org,Calvin Rich,Repairs,9201,13744,Bank Transfer,727,2022-06-19,N/A,0,16GB,453,Offline,High,2350,458,12973,1TB
North America,Ohio,Youngstown,Jacks Hardware,2,Asus,VivoBook S14,HDD,Andrea,Hampton,761-833-7114x625,andrea06@example.com,Erin Tucker,New Sales,8036,12923,Cash,106,2023-09-01,2023-09-11,0,8GB,590,Online,High,0,581,11972,256GB
Africa,Egypt,Beni Suef,DEF Machines,6,Asus,ZenBook UX425,HDD,Margaret,Peterson,001-995-878-7582x948,dsullivan@example.com,Jeffrey Nelson,Second-hand Sales,17111,20796,Bank Transfer,521,2022-12-22,2023-01-01,0,4GB,632,Online,Low,0,80,18188,500GB
Africa,Nigeria,Kaduna,Jacks Hardware,2,Microsoft,Surface Neo,SSD,Diane,Tate,2387746189,rwright@example.com,Collin Bryant,Second-hand Sales,20797,23928,Finance,259,2023-05-27,2023-06-09,25526,4GB,796,Online,Low,0,111,23011,1TB
Africa,Nigeria,Gombe,ABC Computers,10,Apple,Apple MacBook Pro,HDD,Christopher,Evans,018-908-4942x64789,rjimenez@example.org,Diana Waters,New Sales,15871,18619,Cash,45,2023-12-17,2023-12-31,0,8GB,515,Online,Low,0,20,16875,256GB
Africa,Ethiopia,Somali,DEF Machines,8,HP,Probook,HDD,Sherri,Ramirez,609-551-2327,hnguyen@example.org,Rachel Guerrero,Returns,16377,20525,Bank Transfer,503,2024-02-05,2024-03-06,0,16GB,416,Online,Medium,0,301,20197,500GB
North America,Texas,Arlington,KyaSand Tech Gadgets,4,Microsoft,Surface Book,SSD,Jared,Black,+1-453-992-1131x0679,rfletcher@example.net,Lori Washington,New Sales,29059,33474,Bank Transfer,98,2021-10-18,2021-11-06,0,2GB,715,Online,Low,0,498,31202,1TB
North America,California,Riverside,Western International PCs,8,Asus,VivoBook Flip 14,HDD,Adam,Cruz,178-049-7525x1553,joseph09@example.org,Sean Rodriguez,Second-hand Sales,11639,15001,Cash,579,2023-06-22,N/A,0,4GB,841,Offline,High,0,195,11806,500GB
North America,California,Moreno Valley,Mini Tech,10,Dell,Vostro,SSD,Eric,Turner,001-964-901-6351,thomas61@example.com,Rachel Mitchell,New Sales,7574,10711,Finance,920,2023-12-22,2024-01-21,25139,8GB,673,Online,High,0,643,8705,256GB
Africa,South Africa,Gauteng,Frankies Hardware and Software,7,Asus,VivoBook S14,HDD,Kathleen,Hernandez,322-483-6759,lucaslaurie@example.net,Jonathan Huang,Returns,13684,15885,Cash,872,2023-01-25,2023-02-18,0,16GB,423,Online,Medium,0,675,14053,256GB
Africa,Kenya,Tharaka-Nithi,GHI Machines,5,Asus,ExpertBook B9,SSD,Jeffrey,Gutierrez,+1-179-849-7912,nelsonjoshua@example.net,Tonya Nolan,Second-hand Sales,14532,19032,Finance,805,2022-12-08,2022-12-25,7833,4GB,522,Online,Low,0,788,17028,500GB
Africa,Tanzania,Njombe,A & A PCs,1,Microsoft,Surface Go,SSD,Jeremy,Flowers,(971)929-5585,ryanjoseph@example.org,Antonio Cobb,New Sales,15107,17812,Cash,58,2023-07-09,N/A,0,8GB,778,Offline,High,0,52,17644,256GB
North America,Florida,Port St. Lucie,GHI Machines,7,Asus,ZenBook UX425,HDD,Brittany,Henderson,387.663.4397x6657,barbara95@example.net,Richard Patterson,Returns,14323,19224,Cash,254,2022-12-24,N/A,0,16GB,463,Offline,Low,0,864,15967,256GB
North America,Illinois,Hoffman Estates,Benjis Tech,10,Toshiba,Satellite,SSD,Shane,Williams,544.773.8949,ronald44@example.org,Ashley Jones,Repairs,4169,8874,Cash,679,2022-01-14,2022-01-20,0,2GB,618,Online,Medium,2986,606,8225,256GB
Africa,Ghana,Ashanti,DEF Machines,5,Asus,ROG Strix Scar III,HDD,Derek,Brooks,333-964-8600,daniellewest@example.org,Jessica Morgan,Second-hand Sales,5397,8047,Cash,134,2021-07-22,2021-08-03,0,4GB,516,Online,Medium,0,954,6910,256GB
North America,North Carolina,Charlotte,S & A Computer Place,6,MSI,Alpha 15,HDD,Becky,Logan,+1-286-793-1384,john20@example.com,Calvin Rich,Second-hand Sales,3354,7472,Cash,582,2022-11-28,N/A,0,8GB,552,Offline,Medium,0,456,6384,256GB
North America,Texas,Arlington,Western International PCs,5,Samsung,Notebook 9,SSD,David,Watkins,(459)196-1518x0659,mschwartz@example.org,Laurie Wright,Repairs,4875,9811,Bank Transfer,785,2024-01-08,N/A,0,2GB,626,Offline,Low,4296,709,5603,256GB
North America,Pennsylvania,Reading,Greens Laptops and PCs,9,Apple,Apple Power Mac G5,SSD,Lori,Meyer,(494)848-0639x202,tylerjoseph@example.net,Julia Dodson,Second-hand Sales,7905,10307,Bank Transfer,498,2022-01-29,2022-02-18,0,2GB,508,Online,High,0,502,10100,256GB
North America,California,Chula Vista,Mini Tech,5,Asus,ROG Zephyrus S GX701,HDD,Kelly,Wilson,(436)925-6158x39513,daniellehurst@example.com,Ryan Bradley,Second-hand Sales,20222,22331,Cash,485,2021-08-27,N/A,0,16GB,427,Offline,High,0,64,21720,256GB
Africa,Botswana,North-West,Mini Tech,1,Lenovo,IdeaCentre AIO 3,SSD,Amber,Alexander,837.395.7749x466,williamsross@example.net,Sarah Riley,Repairs,5743,8630,Finance,431,2023-06-26,N/A,15564,16GB,613,Offline,High,1939,595,5961,1TB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",KyaSand Tech Gadgets,5,Lenovo,IdeaCentre AIO 3,SSD,Nicholas,Li,(886)035-3484x57623,lcastillo@example.net,Christopher Nicholson,Repairs,24720,28673,Finance,755,2021-12-17,2021-12-26,28686,2GB,603,Online,Low,1736,437,27346,256GB
North America,Georgia,Albany,Greens Laptops and PCs,3,Microsoft,Surface Studio,SSD,Gary,Bolton,0700178338,gdominguez@example.org,Michael Turner,New Sales,26043,30565,Finance,923,2022-07-15,N/A,34812,2GB,592,Offline,High,0,151,29878,1TB
North America,Texas,El Paso,GHI Machines,5,Acer,Nitro 5,HDD,Pamela,Kennedy,294-761-1900x953,heathercarroll@example.com,Michael Koch,Second-hand Sales,21624,24001,Cash,548,2022-05-28,N/A,0,8GB,585,Offline,Medium,0,606,22321,500GB
Africa,Ethiopia,Amhara,CK Tech Store,9,Asus,ROG Strix Scar III,SSD,Michelle,Morgan,(357)774-4485x695,acostasteven@example.net,Christopher Nicholson,Returns,17137,20887,Cash,845,2022-06-10,2022-07-09,0,8GB,704,Online,High,0,838,19803,256GB
North America,Florida,Pembroke Pines,Greens Laptops and PCs,6,Apple,Apple Mac Pro,HDD,Sandra,Zuniga,9067467107,johnsonjesse@example.org,Mary Kidd,Second-hand Sales,16634,20905,Bank Transfer,965,2022-01-16,2022-02-13,0,4GB,457,Online,Low,0,929,20182,1TB
North America,Illinois,Tinley Park,DEF Machines,2,Acer,ConceptD 5,HDD,Justin,Reynolds,(532)426-4153,acevedodebbie@example.org,Curtis Tucker,Returns,14939,19579,Finance,339,2024-01-29,2024-02-14,31731,2GB,561,Online,Medium,0,419,15114,256GB
North America,California,Fremont,ABC Computers,9,Samsung,Galaxy Chromebook 2,HDD,Ashley,Moody,607.070.4769x66651,brandi44@example.com,Alyssa Martinez,Returns,15108,18955,Finance,762,2023-01-13,N/A,45363,16GB,444,Offline,High,0,868,18190,256GB
North America,Pennsylvania,Altoona,Jacks Hardware,3,MSI,GS75 Stealth,HDD,Rachel,Nelson,001-690-113-4713x570,markgarcia@example.net,Nathan Villarreal,Returns,22569,25396,Finance,145,2021-06-25,2021-07-21,21794,8GB,508,Online,Low,0,216,25357,1TB
North America,New York,Saratoga Springs,Western International PCs,2,Samsung,Galaxy Book S,HDD,Roger,Garcia,001-722-018-5930x016,sarah12@example.net,John Lee,Repairs,18778,23095,Cash,724,2021-12-03,2021-12-05,0,4GB,513,Online,Low,3218,463,19280,1TB
Africa,Ghana,Ashanti,ABC Computers,2,Acer,Spin 5,SSD,Jordan,Weber,1806545454,fernando83@example.net,Krista Wu,New Sales,11345,15214,Bank Transfer,47,2021-11-15,2021-11-20,0,2GB,622,Online,Low,0,902,13672,1TB
Africa,Tanzania,Njombe,S & A Computer Place,9,Lenovo,ThinkPad T14,HDD,Heidi,Smith,0056062752,ericanderson@example.net,Alicia Evans,New Sales,29296,31729,Finance,680,2021-08-21,N/A,2743,2GB,657,Offline,Medium,0,922,29580,500GB
North America,California,Fremont,Ricks Computers,3,Samsung,Galaxy Book S,SSD,Amy,Lopez,906-474-7356,michaelmartinez@example.org,Andrew Miranda,Returns,22624,27301,Cash,925,2023-08-05,2023-08-26,0,2GB,483,Online,Medium,0,814,24882,1TB
Africa,Egypt,Asyut,Western International PCs,1,HP,Elitebook,SSD,Michael,Lopez,(207)847-4621x0009,russellcynthia@example.net,Diana Owens,New Sales,17223,21419,Bank Transfer,682,2023-04-06,2023-04-26,0,2GB,599,Online,Medium,0,732,20911,256GB
North America,Michigan,East Lansing,Ricks Computers,7,Microsoft,Surface Studio,SSD,Elizabeth,Rivers,095-453-4578,kellybell@example.org,Tiffany Velez,Repairs,19140,23180,Bank Transfer,247,2022-04-20,2022-04-27,0,8GB,494,Online,High,1930,75,20801,500GB
Africa,Botswana,Ghanzi,XYZ Tech,3,Lenovo,ThinkPad P15s,SSD,James,Bernard,4252889930,brandonnewton@example.org,Michael Byrd,New Sales,14483,16892,Bank Transfer,941,2022-05-04,N/A,0,8GB,543,Offline,High,0,435,16179,500GB
Africa,South Africa,Eastern Cape,XYZ Tech,6,HP,Stream,HDD,Melanie,Smith,(315)237-2113x7881,robertstephenson@example.net,Mark Landry,Repairs,29192,31316,Bank Transfer,928,2023-10-29,2023-11-23,0,8GB,834,Online,Medium,1573,951,30390,256GB
Africa,Tanzania,Lindi,A & A PCs,4,Asus,ROG Strix Scar III,HDD,Andrew,Robinson,001-895-706-6844x53874,jacquelinesmith@example.com,Mitchell Atkins,Repairs,22343,26057,Bank Transfer,787,2022-11-20,N/A,0,2GB,490,Offline,Low,2062,996,22591,256GB
Africa,Kenya,Garissa,Mini Tech,6,Apple,Apple Lisa,SSD,Sherri,Hendrix,747.446.2541x26016,tevans@example.org,David Ellis,Second-hand Sales,17657,22448,Finance,817,2022-09-15,N/A,21933,4GB,538,Offline,Medium,0,983,19564,1TB
North America,Texas,Wichita Falls,Jacks Hardware,2,Toshiba,Dynabook,HDD,Mark,Chan,8343803392,carolyngarrett@example.org,Lauren Morales,Repairs,16839,20779,Bank Transfer,518,2022-02-08,2022-02-15,0,16GB,698,Online,High,4718,667,17249,256GB
North America,California,Moreno Valley,A & A PCs,2,Lenovo,ThinkPad X1 Carbon,HDD,Glen,Mercado,246-982-3595,marcwilliams@example.net,Ryan Bradley,Returns,15019,18383,Cash,572,2023-07-19,N/A,0,2GB,422,Offline,High,0,670,15445,500GB
North America,Florida,Gainesville,Benjis Tech,4,Asus,Chromebook Flip C434,SSD,Stanley,Joseph,+1-640-010-2562x484,ykim@example.com,Mary Kidd,Returns,16506,20784,Bank Transfer,334,2023-12-27,N/A,0,16GB,628,Offline,Low,0,110,19395,500GB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",LJ Computers,10,Apple,Apple Power Mac G5,SSD,Jessica,Pearson,001-521-329-3178,dmeyer@example.net,Michael Summers,New Sales,26038,29960,Finance,931,2022-04-01,N/A,31568,16GB,452,Offline,Low,0,272,26756,1TB
North America,Pennsylvania,Scranton,Frankies Hardware and Software,3,MSI,GF63 Thin,SSD,Brian,Adkins,(007)583-9221,ohenderson@example.org,Thomas Perry,Second-hand Sales,24111,27939,Finance,262,2022-12-04,2022-12-30,5331,4GB,649,Online,Low,0,571,27724,500GB
Africa,Botswana,Kgalagadi,Greens Laptops and PCs,1,Acer,Spin 5,SSD,Brian,Rollins,316-113-6860,zrandolph@example.com,Carrie Gonzalez,Repairs,13118,15714,Cash,34,2024-01-14,N/A,0,4GB,767,Offline,High,1236,264,14842,500GB
